title,abstract,science_field,collaborators,journal_name,evaluation,novelty,rigor,grammar,replicability,accessibility,mathematics,computer_and_information_sciences,physical_sciences,chemical_sciences,earth_and_related_environmental_sciences,biological_sciences,other_natural_sciences,civil_engineering,electrical_engineering,mechanical_engineering,chemical_engineering,materials_engineering,environmental_engineering,evironmental_biotechnology,industrial_biotechnology,nano-technology,other_engineering_and_technologies,basic_medicine,clinical_medicine,health_sciences,medical_biotechnology,other_medical_sciences,agriculture_forestry_and_fisheries,animal_and_dairy_science,veterinary_science,agricultural_biotechnology,other_agricultural_sciences,psychology,economics_and_business,education,sociology,law,political_science,social_and_economic_geography,media_and_communications,other_social_sciences,history_and_archaeology,languages_and_literature,philosophy_ethics_and_religion,arts,other_humanities_and_the_arts,applied_research,conclusive_research,correlational_research,descriptive_research,ethnographic_research,experiment,exploratory_research,focus_groups,interviews,mixed_methods,observation,qualitative_research,quantitative_research,questionnaires,secondary_research,survey_methodology
Scale-up of Equipment for Thermal-Expansionary Pretreatment of Lignocelluloses,"Thermal-expansionary treatment is a novel environmentally friendly technology that has a very high potential to be installed in various industrial biofuel technologies as a preliminary step of biomass processing. Several industrial batch apparatuses have been worldwide installed yet but there is still problem how to do it in continuous mode. Suitable process parameters (process temperature, residence time, biomass concentration) are able to be easily determined in laboratory scale. Based on these process data, this paper is dedicated to develop the methodology, how to transfer suitable process parameters to industrial scale, to present industrial basic equipment design and to solve the problematic of continual batch decompression into storage vessel.",0.0,"Krátký, Lukáš",The Latest Methods of Construction Design,5,medium,medium,1,0,medium,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selected research issues of car diagnostics,"The aim of the exercise is to introduce the operation principle of chassis dynamometers and measurements that can be performed on them. During classes with the use of a selected research object, four types of measurements will be conducted.",,"Jáskiéwicz, Marek:Posuniak, Pawel:Šarkan, Branislav:Stoklosa, Józef:Stopka, Ondrej",,5,low,medium,0,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Social Media in the Workplace (Bărbulescu v. Romania, ECHR, 61496/08","This paper deals with legislation and case law regulating social media in the workplace. It analyses mainly outcomes of the famous Barbulescu judgment on privacy&apos,s limits for selection procedures, working time and dismissals in four Central and Eastern European states, such as the Czech Republic, Poland, Rumania, or Slovakia. Although the ECHR upheld the general principle that an employees&apos, first and last task is to render services on behalf of his/her employer and do not misuse employer&apos,s devices to private purposes courts&apos, decision varies. Alike action is considered in one state to be legal, in another illegal.",50501.0,"Štefko, Martin",Labour Law and Social Rights in Europe: The Jurisprudence of International Courts,5,medium,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regional security cooperation reinvented: Western Balkans counterterrorism initiative,"This article argues that the Western Balkans Counterterrorism Initiative (WBCTi), originally a Slovenian proposal of late 2014, represents an efficient form of regional security cooperation, particularly when regional EU integration is considered. The Initiative that was accepted by the Justice and Home Affairs Council of the EU in late 2015 is the first of its kind. It is aimed at both incorporating and integrating all forms of international assistance that concern increasing the capacity to prevent and combat terrorism, violent extremism, and radicalisation leading to terrorism. Additionally, it is directed at decreasing duplication of actions by international actors and raising levels of efficiency of security cooperation and reform. This article analyses the Initiative by focusing on its structure and claiming that its specific framework represents an innovative approach establishing a fully functional regional structure outlining EU-Western Balkans security cooperation.",50601.0,"Đorđević, Vladimir:Klemenc, Jelka:Kolářová, Ivana",European Security,5,medium,medium,1,1,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morálny hazard humanitárnej intervencie. Pozitíva. Negatíva,"Main topics of the document: moral hazard, humanitarian intervention, Kuperman",0.0,"Kodrazi, Suzan",Medzinárodné vzťahy,5,medium,medium,0,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coworking Centres as a Potential Supportive Network for Cross Border Business Cooperation,"Coworking centres are primarily connected with the idea of shared offices. This first phase was overcomed by deeper cooperation within coworking centre owner and service users. Coworking centres offer possibility to share not only the space, but they give opportunity to participate in local events to present ideas in wider audience. The article will not only provide a brief overview of coworking centres in the Moravian-Silesian region as an example of border region, but it suggests possible forms of cooperation, which is not in use yet. The paper presents qualitative evaluation of 10 existing centres, based on standardized interviews with coworking centres providers. Variety of services and different location in the region opens the space for cooperation support. The objective of the study was to analyse and contrast main services offered by each centre in relationship to networking potential and development of services for cross-border cooperation. Value added of the paper could be se en in original suggestions of cooperation between centres in different forms of networking in a form of cross-border cooperation in the Czech-Polish area.",50204.0,"ŠEBESTOVÁ, Jarmila:ŠPERKA, Roman:Małecka, Joanna:Łuczka, Teresa",Forum Scientiae Oeconomia,5,medium,high,1,0,medium,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Increasing Efficient Partnership amog Organizations,"To increase effective partnership among organizations (e.g. university, company) communication and education are important (transfer and exchange of experience). These have positive influence on the efficient operation among organizations. The transfer of experience works in a form of seminars or workshops. Education is in a form of tuition, training or exercising, for example, crisis management staff. All that mentioned is ensured by activating activities among organizations in certain areas (e.g. safety). The interconnecting element is creativity of solved problems using simulation and response to the current situation and needs. The aim of this chapter is to describe systematization of partnership processes among organizations in the Czech Republic.",50902.0,"Brumarová, Lenka:Pokorný, Jiří:Štverková, Hana",Trust Management in Public Organizations,5,low,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Possibilities of Ethnological Research into the City of the 21st Century,"The chapter summarizes the possibilities of contemporary ethnological research in the city and points to its results on the example of the author's research. The first example showed to us in which way informal relations in the environment of a newly built apartment block in the Lesná housing estate are created, although the apartment block is not a typical representative of houses in Lesná. The other example brought up the form of activities developed by a club, the target of which is to bring together the housing estate inhabitants through food.",50404.0,"Semrád, Jan",Ethnology for the 21st Century. Bases and Prospects,5,medium,medium,0,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Teachers and ICT tools: typology of teachers in terms of their approaches to and views on modern technologies,"Is it possible to categorize teachers by their approach to modern technology? Are there groups of teachers who use modern technology uncritically? These are some of the questions which the submitted paper attempts to find the answer. The necessary research data were gathered through a research questionnaire, which was distributed to primary and secondary schools` teachers, and included both closed and open questions. On the basis of the assessment of the results it can be stated that according to their answers to the questionnaire items, it is possible to divide the teaching staff into five relatively separate groups, and there is neither a group that would accept ICT tools uncritically (adore) nor another one which would radically refuse (resist) them.",50301.0,"Klement, Milan",AD ALTA-JOURNAL OF INTERDISCIPLINARY RESEARCH,5,medium,medium,1,0,medium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Economic aspects of carbon management in sewage sludge treatment,"Sewage sludge treatment is gaining more importance worldwide because humanity is currently facing the highest levels of urbanism in its history. Processing by anaerobic fermentation is considered the most effective method of its treatment. However, experiments indicate that the established analytical methods cannot fully respect the changes in nutrients bioavailability that are being caused by the pretreatment. In this article, a new, simple, and cheap method is presented. Process optimization using the new methods has outperformed the traditional techniques from both the technological and economical points of view.",10511.0,"Vochozka, Marek:Maroušková, Anna","Energy Sources, Part A: Recovery, Utilization, and Environmental Effects",5,high,medium,0,0,medium,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RheoCalc – Software for calculation of linear viscoelastic spectra,"RheoCalc is a software for calculation of Linear ViscoElastic Spectra. Linear ViscoElastic (LVE) Spectra is used for the characterization of such rheological materials as polymer melts and solutions. It is an integral part of constitutive models describing rheological characteristics in steady and unsteady state (e.g. shear viscosity, elongational viscosity).",,"Pivokonský, Radek",,5,low,medium,0,0,medium,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Introduction to Electromagnetic Compatibility for Electronic Engineers … and not only for them,"During his academic and engineering experience in the field of electronics and electromagnetic compatibility, the author of this book has encountered similar and frequently recurring problems, as well as questions from students and circuit designers. Therefore he decided to prepare this brief text as a guide for those interested in electromagnetic compatibility, covering the issues from the design of electronic devices up to their certification in accordance with laws. The aim was to explain the most important principles without exhaustive definitions, but without prejudice to the correctness of the interpretation at the same time. The interpretation of the issues is complemented by personal experience of the author obtained in the field of EMC measurements. Inside this book, the reader will find a very brief introduction to the theory of electromagnetic field, which is necessary to understand the main EMC issues. Subsequently, there is a chapter devoted to general description of the EMC issues. The author’s aim consisted in an attempt to provide such description that can be understood by specialists who do not make their livings by designing electronic circuits as such. This includes, for example, project managers, technical science teachers, technical business representatives et cetera. This general information is followed by another non-technical part that provides a description on general law requirements concerning the electromagnetic compatibility. This issue cannot be omitted as applicable laws in every country in the world require the electronic devices to fulfil minimum requirements on their interference limits, safety of operation and reliability. Afterwards the “technician’s area” begins. The next chapter provide description on the instrumentation applied in EMC laboratories and the most frequent tests. With each of the tests, the relevant standards, laboratory configuration, typical results and the author’s experience are mentioned.",,"Pospíšilík, Martin",,5,low,medium,0,1,medium,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
